,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,A,B
354307,Theft from Vehicle,2018,11,14,18,0,16XX DURANLEAU ST,Fairview,490103.9537,5457640.446
354324,Theft from Vehicle,2018,8,23,17,30,16XX DURANLEAU ST,Fairview,490107.21,5457769.136
354328,Theft from Vehicle,2018,4,5,22,0,16XX E 10TH AVE,Kensington-Cedar Cottage,494780.8834,5456512.906
354329,Theft from Vehicle,2018,6,11,0,0,16XX E 10TH AVE,Kensington-Cedar Cottage,494780.8834,5456512.906
354330,Theft from Vehicle,2018,6,12,23,30,16XX E 10TH AVE,Kensington-Cedar Cottage,494780.8834,5456512.906
354331,Theft from Vehicle,2018,8,19,21,30,16XX E 10TH AVE,Kensington-Cedar Cottage,494780.8834,5456512.906
354347,Theft from Vehicle,2018,12,5,20,0,16XX E 10TH AVE,Kensington-Cedar Cottage,494802.1971,5456522
354376,Theft from Vehicle,2018,1,5,23,30,16XX E 11TH AVE,Kensington-Cedar Cottage,494783.2465,5456409.908
354425,Theft from Vehicle,2018,1,13,18,0,16XX E 13TH AVE,Kensington-Cedar Cottage,494780.1549,5456211.984
354426,Theft from Vehicle,2018,6,27,12,0,16XX E 13TH AVE,Kensington-Cedar Cottage,494835.6298,5456221.001
354452,Theft from Vehicle,2018,6,17,12,0,16XX E 14TH AVE,Kensington-Cedar Cottage,494777.4246,5456109.693
354453,Theft from Vehicle,2018,11,18,18,0,16XX E 14TH AVE,Kensington-Cedar Cottage,494777.4246,5456109.693
354454,Theft from Vehicle,2018,12,29,16,0,16XX E 14TH AVE,Kensington-Cedar Cottage,494777.4246,5456109.693
354460,Theft from Vehicle,2018,12,12,12,0,16XX E 15TH AVE,Kensington-Cedar Cottage,494844.2507,5455961.901
354473,Theft from Vehicle,2018,2,6,8,21,16XX E 1ST AVE,Grandview-Woodland,494855.7915,5457431.245
354488,Theft from Vehicle,2018,5,24,23,0,16XX E 21ST AVE,Kensington-Cedar Cottage,494765.7412,5455427.85
354502,Theft from Vehicle,2018,12,11,21,0,16XX E 21ST AVE,Kensington-Cedar Cottage,494875.3335,5455425.309
354506,Theft from Vehicle,2018,4,9,0,0,16XX E 21ST AVE,Kensington-Cedar Cottage,494917.4658,5455424.332
354509,Theft from Vehicle,2018,2,1,0,0,16XX E 22ND AVE,Kensington-Cedar Cottage,494814.2361,5455295.142
354516,Theft from Vehicle,2018,1,27,22,0,16XX E 22ND AVE,Kensington-Cedar Cottage,494885.3688,5455284.141
354543,Theft from Vehicle,2018,4,7,9,0,16XX E 31ST AVE,Kensington-Cedar Cottage,494813.3143,5454475.794
354549,Theft from Vehicle,2018,2,9,0,0,16XX E 33RD AVE,Kensington-Cedar Cottage,494722.0757,5454153.622
354563,Theft from Vehicle,2018,5,21,18,0,16XX E 34TH AVE,Kensington-Cedar Cottage,494768.7866,5454067.273
354600,Theft from Vehicle,2018,2,18,18,0,16XX E 3RD AVE,Grandview-Woodland,494793.8253,5457225.338
354601,Theft from Vehicle,2018,3,1,18,0,16XX E 3RD AVE,Grandview-Woodland,494793.8253,5457225.338
354602,Theft from Vehicle,2018,6,18,23,0,16XX E 3RD AVE,Grandview-Woodland,494793.8253,5457225.338
354612,Theft from Vehicle,2018,1,27,8,0,16XX E 3RD AVE,Grandview-Woodland,494846.0473,5457224.614
354613,Theft from Vehicle,2018,2,21,18,30,16XX E 3RD AVE,Grandview-Woodland,494846.0473,5457224.614
354618,Theft from Vehicle,2018,2,20,17,19,16XX E 3RD AVE,Grandview-Woodland,494851.6711,5457233.681
354645,Theft from Vehicle,2018,5,13,22,0,16XX E 41ST AVE,Kensington-Cedar Cottage,494786.9046,5453323.9
354654,Theft from Vehicle,2018,9,29,21,0,16XX E 49TH AVE,Victoria-Fraserview,494707.1229,5452493.59
354657,Theft from Vehicle,2018,5,5,8,0,16XX E 4TH AVE,Grandview-Woodland,494789.2922,5457122.51
354658,Theft from Vehicle,2018,6,7,10,7,16XX E 4TH AVE,Grandview-Woodland,494789.2922,5457122.51
354679,Theft from Vehicle,2018,1,11,21,30,16XX E 4TH AVE,Grandview-Woodland,494864.2377,5457121.896
354703,Theft from Vehicle,2018,9,19,19,0,16XX E 56TH AVE,Victoria-Fraserview,494614.3809,5451801.14
354727,Theft from Vehicle,2018,11,5,0,30,16XX E 58TH AVE,Victoria-Fraserview,494611.3988,5451603.322
354750,Theft from Vehicle,2018,3,11,17,0,16XX E 5TH AVE,Grandview-Woodland,494787.6889,5457024.782
354802,Theft from Vehicle,2018,1,11,21,0,16XX E 6TH AVE,Grandview-Woodland,494787.0129,5456924.483
354809,Theft from Vehicle,2018,1,1,1,0,16XX E 6TH AVE,Grandview-Woodland,494813.8246,5456923.969
354842,Theft from Vehicle,2018,2,7,20,50,16XX E 6TH AVE,Grandview-Woodland,494832.7681,5456932.751
354843,Theft from Vehicle,2018,8,27,19,0,16XX E 6TH AVE,Grandview-Woodland,494832.7681,5456932.751
354844,Theft from Vehicle,2018,11,15,21,0,16XX E 6TH AVE,Grandview-Woodland,494832.7681,5456932.751
354845,Theft from Vehicle,2018,12,3,12,0,16XX E 6TH AVE,Grandview-Woodland,494832.7681,5456932.751
354874,Theft from Vehicle,2018,7,14,0,0,16XX E 8TH AVE,Grandview-Woodland,494832.3337,5456719.661
354895,Theft from Vehicle,2018,4,14,16,30,16XX E 8TH AVE,Grandview-Woodland,494900.7102,5456693.156
354907,Theft from Vehicle,2018,1,6,12,0,16XX E BROADWAY AVE,Kensington-Cedar Cottage,494783.0627,5456617.776
354921,Theft from Vehicle,2018,11,16,15,0,16XX E BROADWAY AVE,Grandview-Woodland,494785.8499,5456626.883
354939,Theft from Vehicle,2018,7,7,9,0,16XX E BROADWAY AVE,Grandview-Woodland,494884.2932,5456625.52
354940,Theft from Vehicle,2018,7,7,9,45,16XX E BROADWAY AVE,Grandview-Woodland,494884.2932,5456625.52
354944,Theft from Vehicle,2018,8,10,21,0,16XX E GEORGIA ST,Grandview-Woodland,494716.3532,5458414.524
354973,Theft from Vehicle,2018,12,22,13,45,16XX E HASTINGS ST,Grandview-Woodland,494722.37,5458724.326
354982,Theft from Vehicle,2018,2,15,21,30,16XX E HASTINGS ST,Grandview-Woodland,494731.9919,5458733.173
355005,Theft from Vehicle,2018,9,14,17,0,16XX E KENT AVE S,Victoria-Fraserview,494602.2025,5450717.183
355021,Theft from Vehicle,2018,2,21,9,17,16XX E PENDER ST,Grandview-Woodland,494720.1112,5458615.044
355022,Theft from Vehicle,2018,9,3,17,0,16XX E PENDER ST,Grandview-Woodland,494720.1112,5458615.044
355032,Theft from Vehicle,2018,1,8,20,30,16XX E PENDER ST,Grandview-Woodland,494779.2719,5458613.992
355043,Theft from Vehicle,2018,1,25,1,0,16XX FRANCES ST,Grandview-Woodland,494718.3634,5458514.956
355044,Theft from Vehicle,2018,11,27,19,15,16XX FRANCES ST,Grandview-Woodland,494718.3634,5458514.956
355065,Theft from Vehicle,2018,1,12,18,0,16XX FRANCES ST,Grandview-Woodland,494740.3473,5458523.644
355091,Theft from Vehicle,2018,1,25,0,1,16XX FRANCES ST,Grandview-Woodland,494802.4246,5458513.206
355106,Theft from Vehicle,2018,8,6,1,55,16XX FRANKLIN ST,Grandview-Woodland,494737.7613,5458826.069
355123,Theft from Vehicle,2018,9,18,16,0,16XX GARDEN DR,Grandview-Woodland,495786.4766,5457515.315
355130,Theft from Vehicle,2018,8,16,20,30,16XX GRANT ST,Grandview-Woodland,494801.1894,5457637.02
355138,Theft from Vehicle,2018,8,3,16,8,16XX GRANT ST,Grandview-Woodland,494820.1577,5457627.637
355145,Theft from Vehicle,2018,9,11,21,0,16XX GRANT ST,Grandview-Woodland,494828.3362,5457627.534
355218,Theft from Vehicle,2018,6,4,17,0,16XX GRANVILLE ST,Central Business District,490419.584,5457877.158
355219,Theft from Vehicle,2018,6,4,18,0,16XX GRANVILLE ST,Central Business District,490419.584,5457877.158
355220,Theft from Vehicle,2018,7,10,2,58,16XX GRANVILLE ST,Central Business District,490419.584,5457877.158
355221,Theft from Vehicle,2018,9,6,0,0,16XX GRANVILLE ST,Central Business District,490419.584,5457877.158
355222,Theft from Vehicle,2018,9,14,0,0,16XX GRANVILLE ST,Central Business District,490419.584,5457877.158
355223,Theft from Vehicle,2018,11,10,6,58,16XX GRANVILLE ST,Central Business District,490419.584,5457877.158
355224,Theft from Vehicle,2018,11,30,10,14,16XX GRANVILLE ST,Central Business District,490419.584,5457877.158
355225,Theft from Vehicle,2018,12,3,6,44,16XX GRANVILLE ST,Central Business District,490419.584,5457877.158
355226,Theft from Vehicle,2018,12,20,9,14,16XX GRANVILLE ST,Central Business District,490419.584,5457877.158
355249,Theft from Vehicle,2018,11,20,22,0,16XX GRAVELEY ST,Grandview-Woodland,494797.024,5457525.819
355270,Theft from Vehicle,2018,12,21,17,0,16XX GRAVELEY ST,Grandview-Woodland,494852.2269,5457525.229
355275,Theft from Vehicle,2018,9,15,16,30,16XX GRAVELEY ST,Grandview-Woodland,494918.1411,5457533.67
355284,Theft from Vehicle,2018,9,3,11,0,16XX HARO ST,West End,490242.0135,5459620.191
355293,Theft from Vehicle,2018,1,20,21,0,16XX HARO ST,West End,490244.3888,5459630.928
355294,Theft from Vehicle,2018,10,3,22,0,16XX HARO ST,West End,490244.3888,5459630.928
355341,Theft from Vehicle,2018,5,7,10,56,16XX HARO ST,West End,490271.8583,5459602.268
355359,Theft from Vehicle,2018,8,5,15,0,16XX HARO ST,West End,490297.6455,5459565.525
355363,Theft from Vehicle,2018,3,27,16,30,16XX HARWOOD ST,West End,489679.4971,5459100.933
355367,Theft from Vehicle,2018,11,26,18,0,16XX HARWOOD ST,West End,489706.0039,5459074.708
355368,Theft from Vehicle,2018,11,26,19,0,16XX HARWOOD ST,West End,489706.0039,5459074.708
355369,Theft from Vehicle,2018,11,29,16,45,16XX HARWOOD ST,West End,489706.0039,5459074.708
355433,Theft from Vehicle,2018,6,12,0,0,16XX HARWOOD ST,West End,489754.7952,5459013.572
355434,Theft from Vehicle,2018,7,20,19,0,16XX HARWOOD ST,West End,489754.7952,5459013.572
355435,Theft from Vehicle,2018,10,30,18,0,16XX HARWOOD ST,West End,489754.7952,5459013.572
355468,Theft from Vehicle,2018,3,5,0,0,16XX HOWE ST,Central Business District,490352.7197,5457942.99
355481,Theft from Vehicle,2018,2,10,9,58,16XX JOHNSTON ST,Fairview,490123.8911,5457767.478
355482,Theft from Vehicle,2018,3,3,13,30,16XX JOHNSTON ST,Fairview,490123.8911,5457767.478
355483,Theft from Vehicle,2018,7,16,15,0,16XX JOHNSTON ST,Fairview,490123.8911,5457767.478
355484,Theft from Vehicle,2018,7,20,12,30,16XX JOHNSTON ST,Fairview,490123.8911,5457767.478
355485,Theft from Vehicle,2018,7,27,17,40,16XX JOHNSTON ST,Fairview,490123.8911,5457767.478
355486,Theft from Vehicle,2018,8,6,14,0,16XX JOHNSTON ST,Fairview,490123.8911,5457767.478
355487,Theft from Vehicle,2018,9,15,17,19,16XX JOHNSTON ST,Fairview,490123.8911,5457767.478
355488,Theft from Vehicle,2018,10,1,11,0,16XX JOHNSTON ST,Fairview,490123.8911,5457767.478
355489,Theft from Vehicle,2018,10,11,11,0,16XX JOHNSTON ST,Fairview,490123.8911,5457767.478
355490,Theft from Vehicle,2018,10,28,8,0,16XX JOHNSTON ST,Fairview,490123.8911,5457767.478
355491,Theft from Vehicle,2018,11,19,9,0,16XX JOHNSTON ST,Fairview,490123.8911,5457767.478
355667,Theft from Vehicle,2018,8,13,19,0,16XX KINGSWAY AVE,Kensington-Cedar Cottage,494885.0191,5454971.913
355687,Theft from Vehicle,2018,3,6,0,8,16XX LAKEWOOD DR,Grandview-Woodland,495502.7911,5457519.559
355693,Theft from Vehicle,2018,8,6,23,0,16XX LAURIER AVE,Shaughnessy,489610.2525,5455349.874
355725,Theft from Vehicle,2018,3,30,10,30,16XX MAIN ST,Strathcona,492689.5268,5457560.35
355731,Theft from Vehicle,2018,4,26,4,0,16XX MAIN ST,Strathcona,492713.4614,5457636.696
355732,Theft from Vehicle,2018,7,12,10,21,16XX MAIN ST,Strathcona,492713.4614,5457636.696
355746,Theft from Vehicle,2018,1,14,15,0,16XX MANITOBA ST,Mount Pleasant,492238.3538,5457603.365
355747,Theft from Vehicle,2018,3,14,14,15,16XX MANITOBA ST,Mount Pleasant,492238.3538,5457603.365
355768,Theft from Vehicle,2018,8,31,19,0,16XX MATTHEWS AVE,Shaughnessy,489576.5938,5455477.228
355779,Theft from Vehicle,2018,6,7,19,0,16XX MATTHEWS AVE,Shaughnessy,489735.0499,5455573.818
355780,Theft from Vehicle,2018,6,8,21,0,16XX MATTHEWS AVE,Shaughnessy,489735.0499,5455573.818
355792,Theft from Vehicle,2018,3,2,14,0,16XX NANAIMO ST,Grandview-Woodland,495877.8796,5457463.959
355793,Theft from Vehicle,2018,6,3,1,45,16XX NANAIMO ST,Grandview-Woodland,495877.8796,5457463.959
355862,Theft from Vehicle,2018,12,1,22,0,16XX NAPIER ST,Grandview-Woodland,494923.2387,5458018.923
355875,Theft from Vehicle,2018,9,15,11,0,16XX NELSON ST,West End,490056.1052,5459502.712
355932,Theft from Vehicle,2018,2,19,0,0,16XX NELSON ST,West End,490093.6394,5459451.909
355933,Theft from Vehicle,2018,2,28,16,30,16XX NELSON ST,West End,490093.6394,5459451.909
355934,Theft from Vehicle,2018,3,6,22,0,16XX NELSON ST,West End,490093.6394,5459451.909
355935,Theft from Vehicle,2018,3,8,20,0,16XX NELSON ST,West End,490093.6394,5459451.909
355936,Theft from Vehicle,2018,3,8,22,0,16XX NELSON ST,West End,490093.6394,5459451.909
355957,Theft from Vehicle,2018,2,4,22,0,16XX NOOTKA ST,Hastings-Sunrise,496980.385,5457493.614
355966,Theft from Vehicle,2018,9,29,23,0,16XX ONTARIO ST,Mount Pleasant,492396.0801,5457641.73
355976,Theft from Vehicle,2018,6,24,7,30,16XX ONTARIO ST,Mount Pleasant,492385.7028,5457560.332
355977,Theft from Vehicle,2018,7,20,12,0,16XX ONTARIO ST,Mount Pleasant,492385.7028,5457560.332
355999,Theft from Vehicle,2018,1,28,23,59,16XX PENDRELL ST,West End,489915.7313,5459322.805
356000,Theft from Vehicle,2018,4,11,17,30,16XX PENDRELL ST,West End,489915.7313,5459322.805
356118,Theft from Vehicle,2018,1,23,22,0,16XX PENDRELL ST,West End,489971.0623,5459268.817
356131,Theft from Vehicle,2018,11,6,6,15,16XX POWELL ST,Grandview-Woodland,494727.9509,5458969.832
356165,Theft from Vehicle,2018,1,26,16,0,16XX QUEBEC ST,Mount Pleasant,492588.7135,5457658.005
356166,Theft from Vehicle,2018,6,10,15,0,16XX QUEBEC ST,Mount Pleasant,492588.7135,5457658.005
356167,Theft from Vehicle,2018,9,22,11,19,16XX QUEBEC ST,Mount Pleasant,492588.7135,5457658.005
356188,Theft from Vehicle,2018,9,6,14,0,16XX RENFREW ST,Hastings-Sunrise,496788.917,5457516.278
356191,Theft from Vehicle,2018,12,16,17,0,16XX ROBSON ST,West End,490276.1392,5459737.187
356198,Theft from Vehicle,2018,12,27,14,0,16XX ROBSON ST,West End,490298.2128,5459727.903
356204,Theft from Vehicle,2018,2,8,21,12,16XX ROBSON ST,West End,490331.7769,5459681.043
356290,Theft from Vehicle,2018,1,20,14,0,16XX SEMLIN DR,Grandview-Woodland,495363.947,5457521.717
356295,Theft from Vehicle,2018,12,6,16,0,16XX STATION ST,Strathcona,492870.6858,5457576.01
356303,Theft from Vehicle,2018,7,11,17,0,16XX STATION ST,Strathcona,492870.8168,5457588.388
356304,Theft from Vehicle,2018,9,1,17,0,16XX STEPHENS ST,Kitsilano,487900.6813,5457651.166
356308,Theft from Vehicle,2018,6,4,0,0,16XX STEPHENS ST,Kitsilano,487910.5485,5457671.608
356310,Theft from Vehicle,2018,1,22,23,0,16XX STEPHENS ST,Kitsilano,487911.3434,5457694.257
356330,Theft from Vehicle,2018,11,16,0,0,16XX VENABLES ST,Grandview-Woodland,494789.7002,5458221.503
356348,Theft from Vehicle,2018,6,13,20,15,16XX VICTORIA DR,Grandview-Woodland,495220.9146,5457493.314
356353,Theft from Vehicle,2018,10,30,22,30,16XX VICTORIA DR,Grandview-Woodland,495221.2813,5457522.431
356427,Theft from Vehicle,2018,1,19,19,0,16XX W 10TH AVE,Fairview,489731.0423,5456662.231
356428,Theft from Vehicle,2018,8,8,0,30,16XX W 11TH AVE,Fairview,489570.9153,5456560.743
356442,Theft from Vehicle,2018,10,29,22,0,16XX W 11TH AVE,Fairview,489639.9323,5456568.582
356449,Theft from Vehicle,2018,1,2,16,54,16XX W 11TH AVE,Fairview,489662.7073,5456559.005
356475,Theft from Vehicle,2018,1,15,17,0,16XX W 11TH AVE,Fairview,489728.273,5456557.764
356476,Theft from Vehicle,2018,12,15,17,30,16XX W 11TH AVE,Fairview,489728.273,5456557.764
356555,Theft from Vehicle,2018,3,11,22,0,16XX W 13TH AVE,Fairview,489683.1737,5456358.498
356568,Theft from Vehicle,2018,2,16,20,30,16XX W 13TH AVE,Fairview,489722.1077,5456348.275
356569,Theft from Vehicle,2018,9,15,17,0,16XX W 13TH AVE,Fairview,489722.1077,5456348.275
356588,Theft from Vehicle,2018,1,16,17,0,16XX W 14TH AVE,Fairview,489719.3914,5456248.228
356589,Theft from Vehicle,2018,5,8,21,0,16XX W 14TH AVE,Fairview,489719.3914,5456248.228
356600,Theft from Vehicle,2018,1,22,19,30,16XX W 15TH AVE,Fairview,489691.013,5456146.506
356670,Theft from Vehicle,2018,5,26,21,0,16XX W 1ST AVE,Fairview,489735.1432,5457538.921
356671,Theft from Vehicle,2018,10,5,20,51,16XX W 1ST AVE,Fairview,489735.1432,5457538.921
356676,Theft from Vehicle,2018,5,9,9,55,16XX W 29TH AVE,Shaughnessy,489686.4871,5454750.665
356680,Theft from Vehicle,2018,7,16,12,30,16XX W 2ND AVE,Fairview,489669.6083,5457446.138
356681,Theft from Vehicle,2018,9,16,11,0,16XX W 2ND AVE,Fairview,489669.6083,5457446.138
356682,Theft from Vehicle,2018,11,7,8,30,16XX W 2ND AVE,Fairview,489669.6083,5457446.138
356703,Theft from Vehicle,2018,5,17,11,0,16XX W 2ND AVE,Fairview,489752.605,5457444.207
356707,Theft from Vehicle,2018,6,4,13,21,16XX W 3RD AVE,Fairview,489627.5823,5457357.989
356739,Theft from Vehicle,2018,7,2,20,0,16XX W 4TH AVE,Fairview,489596.5716,5457249.676
356792,Theft from Vehicle,2018,11,4,17,0,16XX W 58TH AVE,Marpole,489477.0699,5451758.72
356797,Theft from Vehicle,2018,9,14,17,0,16XX W 59TH AVE,Marpole,489468.1033,5451662.467
356798,Theft from Vehicle,2018,3,9,23,0,16XX W 59TH AVE,Marpole,489495.2442,5451661.901
356810,Theft from Vehicle,2018,8,3,18,0,16XX W 5TH AVE,Fairview,489720.5546,5457154.824
356814,Theft from Vehicle,2018,1,8,3,0,16XX W 5TH AVE,Fairview,489737.1522,5457163.815
356840,Theft from Vehicle,2018,6,3,14,54,16XX W 61ST AVE,Marpole,489528.5908,5451479.158
356880,Theft from Vehicle,2018,1,6,20,0,16XX W 64TH AVE,Marpole,489538.8139,5451162.466
356881,Theft from Vehicle,2018,11,1,20,0,16XX W 64TH AVE,Marpole,489538.8139,5451162.466
356886,Theft from Vehicle,2018,6,10,18,0,16XX W 65TH AVE,Marpole,489427.2861,5451075.524
356898,Theft from Vehicle,2018,9,14,23,0,16XX W 66TH AVE,Marpole,489530.1011,5450964.78
356929,Theft from Vehicle,2018,2,8,0,0,16XX W 75TH AVE,Marpole,489291.1101,5450403.178
356944,Theft from Vehicle,2018,4,20,7,30,16XX W 75TH AVE,Marpole,489450.6989,5450288.765
357173,Theft from Vehicle,2018,1,2,21,29,16XX W BROADWAY AVE,Fairview,489664.4525,5456777.8
357180,Theft from Vehicle,2018,9,11,14,0,16XX W BROADWAY AVE,Fairview,489704.4359,5456776.499
357222,Theft from Vehicle,2018,9,29,17,0,16XX W BROADWAY AVE,Fairview,489734.126,5456766.384
357224,Theft from Vehicle,2018,11,16,20,47,16XX W BROADWAY AVE,Fairview,489734.4234,5456775.523
357258,Theft from Vehicle,2018,2,13,18,48,16XX W GEORGIA ST,West End,490479.9746,5459784.568
357259,Theft from Vehicle,2018,3,2,7,30,16XX W GEORGIA ST,West End,490479.9746,5459784.568
357260,Theft from Vehicle,2018,3,16,9,0,16XX W GEORGIA ST,West End,490479.9746,5459784.568
357261,Theft from Vehicle,2018,7,31,17,0,16XX W GEORGIA ST,West End,490479.9746,5459784.568
357268,Theft from Vehicle,2018,5,3,19,20,16XX W GEORGIA ST,West End,490488.4239,5459775.758
357269,Theft from Vehicle,2018,7,15,11,20,16XX W GEORGIA ST,West End,490488.4239,5459775.758
357282,Theft from Vehicle,2018,9,10,12,20,16XX W GEORGIA ST,West End,490496.8732,5459766.948
357300,Theft from Vehicle,2018,10,4,19,5,16XX W KING EDWARD AVE,Shaughnessy,489695.4069,5455182.067
357306,Theft from Vehicle,2018,8,31,12,0,16XX WESTERN ST,Strathcona,492756.6167,5457627.02
357307,Theft from Vehicle,2018,9,5,16,0,16XX WESTERN ST,Strathcona,492756.6167,5457627.02
357308,Theft from Vehicle,2018,9,27,18,0,16XX WESTERN ST,Strathcona,492756.6167,5457627.02
357344,Theft from Vehicle,2018,8,30,8,0,16XX WOODLAND DR,Grandview-Woodland,494660.4262,5457531.037
357347,Theft from Vehicle,2018,2,5,1,0,16XX YEW ST,Kitsilano,488718.478,5457638.746
357348,Theft from Vehicle,2018,3,2,17,0,16XX YEW ST,Kitsilano,488718.579,5457642.536
357366,Theft from Vehicle,2018,4,30,5,38,16XX YEW ST,Kitsilano,488728.427,5457668.825
357407,Theft from Vehicle,2018,5,31,2,35,17XX ALBERNI ST,West End,490294.0552,5459874.273
357416,Theft from Vehicle,2018,2,5,17,0,17XX ALBERNI ST,West End,490305.1255,5459863.267
357452,Theft from Vehicle,2018,1,27,21,0,17XX ALBERNI ST,West End,490336.1222,5459832.45
357453,Theft from Vehicle,2018,6,1,17,0,17XX ALBERNI ST,West End,490336.1222,5459832.45
357464,Theft from Vehicle,2018,3,4,1,45,17XX ARBUTUS ST,Kitsilano,488898.588,5457567.733
357466,Theft from Vehicle,2018,12,2,21,36,17XX BALACLAVA ST,Kitsilano,487356.9697,5457577.349
357493,Theft from Vehicle,2018,9,13,16,30,17XX BALSAM ST,Kitsilano,488382.8963,5457581.682
357552,Theft from Vehicle,2018,4,4,16,30,17XX BARCLAY ST,West End,490057.1511,5459646.472
357570,Theft from Vehicle,2018,7,14,3,12,17XX BARCLAY ST,West End,490105.3034,5459598.917
357624,Theft from Vehicle,2018,9,7,20,0,17XX BEACH AVE,West End,489625.6148,5459220.613
357661,Theft from Vehicle,2018,3,7,0,0,17XX BURRARD ST,Fairview,489419.4988,5457524.582
357688,Theft from Vehicle,2018,3,8,17,0,17XX CHARLES ST,Grandview-Woodland,494948.5615,5457817.048
357689,Theft from Vehicle,2018,3,9,19,0,17XX CHARLES ST,Grandview-Woodland,494948.5615,5457817.048
357709,Theft from Vehicle,2018,7,6,20,0,17XX CHARLES ST,Grandview-Woodland,495078.2155,5457814.472
357723,Theft from Vehicle,2018,12,27,18,30,17XX COLUMBIA ST,Mount Pleasant,492044.2071,5457404.478
357739,Theft from Vehicle,2018,6,4,18,0,17XX COLUMBIA ST,Mount Pleasant,492045.7034,5457494.399
357749,Theft from Vehicle,2018,2,19,0,0,17XX COLUMBIA ST,Mount Pleasant,492045.8483,5457503.106
357757,Theft from Vehicle,2018,7,25,22,0,17XX COMMERCIAL DR,Grandview-Woodland,494935.893,5457424.52
357758,Theft from Vehicle,2018,11,26,22,0,17XX COMMERCIAL DR,Grandview-Woodland,494935.893,5457424.52
357954,Theft from Vehicle,2018,3,15,12,0,17XX COMOX ST,West End,489905.1971,5459484.982
357985,Theft from Vehicle,2018,7,19,8,0,17XX COMOX ST,West End,489927.0831,5459475.777
358023,Theft from Vehicle,2018,5,19,8,30,17XX COOK ST,Mount Pleasant,491945.958,5457449.493
358024,Theft from Vehicle,2018,8,25,0,23,17XX COOK ST,Mount Pleasant,491945.958,5457449.493
358053,Theft from Vehicle,2018,11,15,21,12,17XX CYPRESS ST,Kitsilano,489247.2477,5457558.286
358096,Theft from Vehicle,2018,1,24,16,0,17XX DAVIE ST,West End,489740.2257,5459340.854
358097,Theft from Vehicle,2018,11,23,17,0,17XX DAVIE ST,West End,489740.2257,5459340.854
358171,Theft from Vehicle,2018,1,11,2,30,17XX DAVIE ST,West End,489742.2009,5459351.788
358172,Theft from Vehicle,2018,3,8,15,30,17XX DAVIE ST,West End,489742.2009,5459351.788
358173,Theft from Vehicle,2018,3,16,10,4,17XX DAVIE ST,West End,489742.2009,5459351.788
358174,Theft from Vehicle,2018,3,20,18,0,17XX DAVIE ST,West End,489742.2009,5459351.788
358175,Theft from Vehicle,2018,4,10,22,0,17XX DAVIE ST,West End,489742.2009,5459351.788
358176,Theft from Vehicle,2018,4,15,12,40,17XX DAVIE ST,West End,489742.2009,5459351.788
358177,Theft from Vehicle,2018,6,12,20,0,17XX DAVIE ST,West End,489742.2009,5459351.788
358178,Theft from Vehicle,2018,9,7,20,0,17XX DAVIE ST,West End,489742.2009,5459351.788
358179,Theft from Vehicle,2018,10,4,20,0,17XX DAVIE ST,West End,489742.2009,5459351.788
358180,Theft from Vehicle,2018,10,6,19,30,17XX DAVIE ST,West End,489742.2009,5459351.788
358181,Theft from Vehicle,2018,10,15,16,0,17XX DAVIE ST,West End,489742.2009,5459351.788
358182,Theft from Vehicle,2018,10,17,23,0,17XX DAVIE ST,West End,489742.2009,5459351.788
358183,Theft from Vehicle,2018,10,21,11,7,17XX DAVIE ST,West End,489742.2009,5459351.788
358184,Theft from Vehicle,2018,11,12,19,0,17XX DAVIE ST,West End,489742.2009,5459351.788
358185,Theft from Vehicle,2018,11,14,20,0,17XX DAVIE ST,West End,489742.2009,5459351.788
358186,Theft from Vehicle,2018,12,2,10,30,17XX DAVIE ST,West End,489742.2009,5459351.788
358187,Theft from Vehicle,2018,12,9,13,0,17XX DAVIE ST,West End,489742.2009,5459351.788
358188,Theft from Vehicle,2018,12,27,19,0,17XX DAVIE ST,West End,489742.2009,5459351.788
358203,Theft from Vehicle,2018,4,21,14,30,17XX DAVIE ST,West End,489787.2037,5459294.115
358204,Theft from Vehicle,2018,9,26,18,30,17XX DAVIE ST,West End,489791.4159,5459302.823
358216,Theft from Vehicle,2018,1,25,21,0,17XX DAVIE ST,West End,489798.1994,5459283.175
358217,Theft from Vehicle,2018,2,16,0,30,17XX DAVIE ST,West End,489798.1994,5459283.175
358218,Theft from Vehicle,2018,4,21,19,0,17XX DAVIE ST,West End,489798.1994,5459283.175
358225,Theft from Vehicle,2018,4,6,17,0,17XX DUNBAR ST,Kitsilano,486653.5981,5457628.564
358226,Theft from Vehicle,2018,4,27,0,0,17XX DUNBAR ST,Kitsilano,486653.5981,5457628.564
358238,Theft from Vehicle,2018,9,26,10,0,17XX E 10TH AVE,Kensington-Cedar Cottage,494995.9177,5456512.048
358287,Theft from Vehicle,2018,11,26,23,52,17XX E 13TH AVE,Kensington-Cedar Cottage,494923.8459,5456211.187
358288,Theft from Vehicle,2018,12,17,19,30,17XX E 13TH AVE,Kensington-Cedar Cottage,494923.8459,5456211.187
358307,Theft from Vehicle,2018,6,13,8,0,17XX E 13TH AVE,Kensington-Cedar Cottage,495040.9537,5456218.467
358334,Theft from Vehicle,2018,9,1,23,0,17XX E 1ST AVE,Grandview-Woodland,494932.7342,5457422.856
